total_bill,tip,sex,smoker,day,time,size,price_per_person,firstname,lastname,Payer Name,CC Number,Payment ID
110.2,112.53,Female,No,Thu,Dinner,2,934.59,Sashenka,LaRue,Sashenka LaRue,6556529512335686,Sun6107
205.93,955.02,Male,Yes,Thu,Dinner,3,70.7,Konstance,Tomasina,Konstance Tomasina,6556150866950000,Sun8665
766.5,35.66,Male,No,Fri,Meal,1,238.92,Beth,Weitman,Beth Weitman,6556482206459053,Sun8536
352.2,524.79,Male,No,Thu,Breakfast,4,226.58,Bernardine,Dimitris,Bernardine Dimitris,6556681457997757,Sun7825
244.47,636.95,Female,Yes,Sun,Breakfast,1,555.49,Renae,Damarra,Renae Damarra,6541127310575461,Sun0011
992.48,651.67,Male,No,Mon,Dinner,3,774.57,Adore,Andrel,Adore Andrel,6541903381239660,Sun2659
353.17,146.54,Male,Yes,Fri,Dinner,1,771.01,Hallie,Quinn,Hallie Quinn,6556396748623550,Sun1904
791.45,879.39,Female,Yes,Tue,Breakfast,2,188.63,Candi,Jerald,Candi Jerald,6556838687437873,Sun2301
934.38,956.66,Female,Yes,Sun,Dinner,3,536.44,Jennica,Alcott,Jennica Alcott,6541228149862669,Sun3654
504.87,287.94,Male,Yes,Wed,Meal,3,880.08,Jenda,Ludewig,Jenda Ludewig,6556626777081835,Sun2188
457.6,593.09,Male,Yes,Thu,Breakfast,4,510.6,Genovera,Hubert,Genovera Hubert,6556207006653290,Sun2286
701.14,565.71,Male,Yes,Tue,Dinner,3,786.72,Jaime,Thar,Jaime Thar,6541582607702677,Sun8822
329.5,585.27,Male,Yes,Wed,Breakfast,1,263.93,Britni,Iiette,Britni Iiette,6541820124568967,Sun8893
231.52,116.53,Male,Yes,Tue,Dinner,2,376.97,Ira,Ramona,Ira Ramona,6556638779524639,Sun8139
297.28,241.24,Female,No,Wed,Breakfast,2,251.99,Rubie,Mata,Rubie Mata,6541984673453154,Sun9941
481.53,314.12,Female,No,Wed,Meal,4,392.13,Ariela,Si,Ariela Si,6556403953567145,Sun2975
333.98,547.95,Male,Yes,Sat,Dinner,2,969.68,Arlena,Anderea,Arlena Anderea,6556850740590545,Sun3164
347.28,682.73,Male,Yes,Wed,Dinner,3,322.56,Sibella,Lunsford,Sibella Lunsford,6541762797703531,Sun8972
784.37,837.17,Male,No,Wed,Breakfast,2,995.06,Tiffie,Tybald,Tiffie Tybald,6556982162438466,Sun7480
689.2,706.46,Male,Yes,Wed,Meal,4,830.1,Jan,Carri,Jan Carri,6541046056303647,Sun9629
380.78,803.64,Female,No,Fri,Breakfast,4,226.42,Mureil,Mullane,Mureil Mullane,6556129852210099,Sun5402
728.24,604.65,Male,Yes,Thu,Breakfast,3,883.12,Chrystel,Hazlett,Chrystel Hazlett,6556514756813285,Sun5481
114.01,812.72,Female,Yes,Sun,Meal,1,104.02,Emilia,Modie,Emilia Modie,6541348475056608,Sun1106
513.13,152.54,Male,No,Wed,Meal,2,17.8,Ketti,Evangelia,Ketti Evangelia,6541432712515645,Sun9713
598.5,225.3,Male,No,Fri,Dinner,4,707.35,Lyssa,Hunfredo,Lyssa Hunfredo,6541109874028473,Sun5948
756.55,500.56,Female,Yes,Wed,Dinner,2,643.53,Annaliese,Hoenack,Annaliese Hoenack,6556048818087037,Sun2692
581.12,567.7,Male,Yes,Thu,Meal,3,760.6,Beverley,Yusuk,Beverley Yusuk,6541754401918921,Sun4137
627.26,22.14,Male,Yes,Fri,Breakfast,3,188.29,Nanete,Grimbly,Nanete Grimbly,6556639967579174,Sun7844
362.8,80.83,Female,No,Sun,Breakfast,4,861.08,Valera,Campball,Valera Campball,6556274681997892,Sun9985
996.77,239.77,Male,No,Sat,Dinner,3,462.81,Gerianna,Yerkovich,Gerianna Yerkovich,6541680776978924,Sun5453
713.8,886.34,Male,Yes,Tue,Dinner,3,32.94,Alie,Madox,Alie Madox,6556337954988326,Sun1938
946.06,969.97,Female,Yes,Sat,Meal,4,56.47,Alejandra,Emerson,Alejandra Emerson,6556837768641287,Sun3842
803.79,374.02,Female,No,Sun,Meal,2,411.83,Marsiella,Drisko,Marsiella Drisko,6541522920921724,Sun6628
873.67,987.86,Male,No,Thu,Dinner,3,319.15,Flory,Chobot,Flory Chobot,6556429983127892,Sun3646
721.25,363.33,Male,No,Fri,Meal,4,531.27,Priscilla,Melan,Priscilla Melan,6556613849112715,Sun9949
316.54,747.28,Male,Yes,Fri,Meal,1,520.55,Blinni,Constancy,Blinni Constancy,6556210446097256,Sun1113
560.53,33.04,Female,Yes,Mon,Meal,4,763.22,Hope,Toffic,Hope Toffic,6556996800241831,Sun6818
468.51,15.63,Female,Yes,Thu,Breakfast,3,529.18,Loree,Salvidor,Loree Salvidor,6556581197451760,Sun3676
924.93,748.23,Male,Yes,Fri,Breakfast,2,775.38,Ofilia,Cookie,Ofilia Cookie,6556313678158063,Sun9546
922.87,877.14,Male,Yes,Mon,Breakfast,4,274.35,Sonni,Forrer,Sonni Forrer,6541264709464095,Sun7579
265.81,123.72,Female,Yes,Mon,Breakfast,4,313.07,Andree,Sharl,Andree Sharl,6541747905358969,Sun0034
145.22,207.02,Male,No,Sun,Meal,4,631.42,Dotty,Lipson,Dotty Lipson,6556033690144327,Sun4758
370.4,234.78,Male,Yes,Sat,Meal,1,924.09,Binny,Radu,Binny Radu,6556951412187352,Sun3155
909,520.78,Male,No,Thu,Dinner,1,490.06,Allis,Linskey,Allis Linskey,6541156649469154,Sun9142
781.75,893.74,Male,Yes,Sat,Breakfast,2,811.47,Lynde,Hachmin,Lynde Hachmin,6541007921474839,Sun3435
179.36,769.56,Female,Yes,Thu,Dinner,2,887.3,Valera,Justinn,Valera Justinn,6556959504510371,Sun3068
261.88,220.82,Female,Yes,Fri,Breakfast,1,450.66,Cathyleen,Flyn,Cathyleen Flyn,6541182912577022,Sun3711
774.76,931.19,Female,Yes,Fri,Breakfast,3,730.96,Marline,Joseph,Marline Joseph,6556713522037090,Sun6919
867.95,252.96,Female,Yes,Fri,Dinner,3,252.84,Danny,Herrera,Danny Herrera,6556629214737650,Sun2070
434.38,349.69,Female,No,Sun,Dinner,1,857.15,Mary,Earlie,Mary Earlie,6541540562641774,Sun5709
822.14,255.06,Female,Yes,Sun,Meal,3,938.01,Sashenka,Durante,Sashenka Durante,6541987011846393,Sun7474
186.75,686.79,Female,No,Mon,Meal,3,825.6,Micheline,Vary,Micheline Vary,6541911802233539,Sun7869
800.15,61.28,Male,No,Sat,Dinner,3,908.43,Jolyn,Randene,Jolyn Randene,6541413760461923,Sun4236
774.51,670.65,Female,No,Tue,Dinner,1,328.31,Steffane,Willie,Steffane Willie,6541183018471887,Sun6075
467.83,465.69,Male,Yes,Fri,Breakfast,3,166.39,Siana,Behre,Siana Behre,6541842110073800,Sun5087
277.45,659.07,Female,Yes,Sun,Meal,4,760.64,Taffy,Fillbert,Taffy Fillbert,6541480150532275,Sun6701
730.63,446.84,Male,Yes,Mon,Breakfast,3,688.43,Elie,Sigfrid,Elie Sigfrid,6556591939160789,Sun3589
956.94,654.3,Female,No,Mon,Breakfast,2,183.18,Margarette,Tryck,Margarette Tryck,6541451388884680,Sun4720
521.71,154.37,Male,No,Thu,Breakfast,4,339,Lynea,Love,Lynea Love,6556024022004043,Sun0820
650.55,946.28,Male,Yes,Mon,Dinner,3,286.01,Bobinette,Phi,Bobinette Phi,6556116035496367,Sun0532
587.4,109.28,Female,Yes,Thu,Breakfast,4,136.63,Flory,Aurelio,Flory Aurelio,6556164397865625,Sun2992
744.98,109.26,Male,No,Tue,Dinner,2,556.63,Pierette,Arvo,Pierette Arvo,6541677915820688,Sun5435
901.53,77.13,Female,Yes,Tue,Meal,4,330.74,Shel,Anyah,Shel Anyah,6556036124290912,Sun4913
823.5,337.26,Female,No,Thu,Meal,3,432.6,Angela,Paton,Angela Paton,6556618673645532,Sun2658
855.61,35.59,Female,Yes,Thu,Dinner,3,860,Ekaterina,Kiyoshi,Ekaterina Kiyoshi,6556963347548836,Sun7865
700.14,509.96,Male,Yes,Tue,Meal,1,463.06,Gilligan,Brady,Gilligan Brady,6556234236778279,Sun1177
935.06,963.63,Female,No,Mon,Breakfast,4,953.23,Amara,Gaulin,Amara Gaulin,6556886259053155,Sun2448
761.23,101.76,Male,Yes,Tue,Dinner,4,421.28,Trudie,Rossner,Trudie Rossner,6556324434354670,Sun1149
722.25,334.42,Male,Yes,Mon,Dinner,4,548.05,Bernie,Guildroy,Bernie Guildroy,6556660383249852,Sun7833
873.33,500.52,Male,No,Sat,Dinner,1,788.78,Devina,Posner,Devina Posner,6556171237059583,Sun6245
345.97,379.1,Male,No,Mon,Meal,3,793.74,Pollyanna,Pip,Pollyanna Pip,6541668081158481,Sun2581
122.35,725.26,Male,Yes,Thu,Dinner,3,756.36,Rosabelle,Velick,Rosabelle Velick,6556879586315881,Sun2773
484.4,884.7,Male,No,Tue,Meal,2,615.21,Mamie,Idelia,Mamie Idelia,6556958985091321,Sun6898
342.35,691.34,Female,No,Tue,Breakfast,2,205.26,Danny,Septima,Danny Septima,6556834889911188,Sun7820
137.23,162.13,Male,Yes,Mon,Meal,1,682.12,Jenilee,Schenck,Jenilee Schenck,6556227874710787,Sun8970
909.74,719.1,Male,Yes,Tue,Dinner,4,482.28,Joy,Drus,Joy Drus,6556043614986224,Sun6234
591.29,665.14,Male,No,Mon,Meal,4,166.23,Priscilla,Thunell,Priscilla Thunell,6541447826492075,Sun6214
723.74,109.34,Female,Yes,Fri,Dinner,4,360.6,Kristan,Frodi,Kristan Frodi,6541586234178321,Sun6262
591.41,491.97,Female,Yes,Mon,Meal,4,695.75,Fredericka,Gaulin,Fredericka Gaulin,6541206387830274,Sun0984
455.26,135.27,Female,No,Fri,Breakfast,3,198.7,Jemie,Delp,Jemie Delp,6556973935889500,Sun9732
499.07,590.51,Female,No,Mon,Dinner,1,291.31,Leontine,Cassius,Leontine Cassius,6541556190662576,Sun4128
524.87,593.45,Male,No,Sun,Meal,2,790.76,Mildrid,Jaylene,Mildrid Jaylene,6541061965922613,Sun6020
752.29,240.7,Female,No,Wed,Breakfast,2,510.05,Danny,Westphal,Danny Westphal,6556096852781412,Sun1367
819.53,14.67,Female,Yes,Sat,Breakfast,4,953.87,Sissy,Manolo,Sissy Manolo,6556722870046331,Sun2763
163.67,252.06,Male,Yes,Sat,Dinner,1,664.55,Barbara,Primalia,Barbara Primalia,6541583802818250,Sun1290
857.46,676.18,Male,Yes,Mon,Breakfast,3,230.39,Ira,Berl,Ira Berl,6541245183859983,Sun5588
872.67,50.92,Male,Yes,Sun,Dinner,1,779.39,Sibella,Donell,Sibella Donell,6556116072717000,Sun7544
538.88,107.49,Male,No,Sun,Breakfast,1,662.1,Jerry,Calhoun,Jerry Calhoun,6556191288019230,Sun0126
711.04,328.68,Female,No,Fri,Meal,3,791.59,Romona,Laurianne,Romona Laurianne,6556329898862698,Sun1459
665.39,998.72,Male,Yes,Thu,Meal,4,348.1,Nariko,Secrest,Nariko Secrest,6556063193475686,Sun7782
402.89,182.82,Female,Yes,Fri,Meal,3,230.13,Renie,Gusella,Renie Gusella,6556037818601224,Sun1604
223.85,845.64,Female,Yes,Tue,Breakfast,4,662.17,Hermione,Daveta,Hermione Daveta,6556900884686385,Sun5590
392.83,757.44,Female,Yes,Mon,Meal,4,105.63,Elsie,Ethban,Elsie Ethban,6541021893414258,Sun2664
332.26,570.94,Female,No,Mon,Dinner,1,552.68,Kristina,Kronfeld,Kristina Kronfeld,6556880871730456,Sun3513
412.95,677.45,Male,Yes,Tue,Meal,2,589.16,Celene,Lowry,Celene Lowry,6556999202655413,Sun3741
473.81,899.85,Female,Yes,Fri,Meal,4,641.56,Miquela,Helve,Miquela Helve,6541880725165484,Sun9872
422.79,130.6,Male,No,Thu,Dinner,1,402.07,Vonny,Rosette,Vonny Rosette,6541022328510152,Sun7353
329.9,422.99,Male,Yes,Wed,Meal,4,321.35,Agathe,Berriman,Agathe Berriman,6556591356579587,Sun8447
857.22,119.26,Male,Yes,Mon,Dinner,4,186.75,Lita,Alexandr,Lita Alexandr,6556457209069114,Sun4042
501.07,546.63,Male,Yes,Fri,Dinner,2,612.52,Lexine,Bow,Lexine Bow,6541542123262498,Sun0971
304.92,636.65,Female,No,Sun,Dinner,3,364.4,Marti,Charity,Marti Charity,6541410853440815,Sun5604
361.01,205.58,Male,No,Tue,Dinner,2,966.6,Kelly,Jotham,Kelly Jotham,6556223039655399,Sun6840
432.9,292.45,Female,Yes,Sat,Breakfast,1,865.05,Augustine,Old,Augustine Old,6556430304872032,Sun9202
190.38,208.91,Male,No,Mon,Breakfast,1,855.22,Ezmeralda,Malvino,Ezmeralda Malvino,6541547409325816,Sun9658
539.17,369.14,Female,Yes,Thu,Breakfast,1,37.79,Grier,Arvo,Grier Arvo,6556934679380593,Sun2947
410.06,275.15,Female,Yes,Sat,Dinner,4,307.67,Lolita,Giule,Lolita Giule,6556289603743829,Sun4132
893.81,206.56,Male,Yes,Thu,Breakfast,4,19.82,Beth,Berne,Beth Berne,6556159149491891,Sun8452
478.56,589.82,Male,No,Sun,Meal,2,565.43,Ofilia,Tippets,Ofilia Tippets,6541902889142171,Sun6556
880.63,479.94,Male,Yes,Mon,Meal,3,284.11,Lolita,Virgin,Lolita Virgin,6556660437360880,Sun4063
388.65,928.1,Male,Yes,Thu,Breakfast,3,43.98,Moyna,Trace,Moyna Trace,6541129877848266,Sun0656
684.18,908.99,Male,Yes,Mon,Dinner,3,684.5,Morganica,Pattin,Morganica Pattin,6556312317345766,Sun5143
218.82,851.69,Female,No,Sun,Meal,2,949.63,Kimmy,Edmund,Kimmy Edmund,6541878383757953,Sun4103
549.49,717.66,Male,No,Mon,Dinner,1,787.3,Lita,Brandice,Lita Brandice,6556413541117827,Sun2165
323.2,10.93,Female,Yes,Thu,Dinner,4,939.18,Bibby,Maiah,Bibby Maiah,6541523261529095,Sun0957
825.51,707.28,Female,No,Sun,Dinner,3,761.03,Annabela,Colp,Annabela Colp,6541259758327309,Sun2759
895.1,622.39,Female,No,Wed,Dinner,4,306.73,Zaria,Othilia,Zaria Othilia,6541076662311625,Sun0861
263.74,891.96,Male,No,Thu,Breakfast,2,498.92,Sissy,Winnick,Sissy Winnick,6556171573372235,Sun7058
170.05,43.77,Male,No,Sun,Meal,1,552.84,Marinna,Zitvaa,Marinna Zitvaa,6541279633719619,Sun5977
921.77,213.01,Male,Yes,Sun,Meal,4,462.32,Lindie,Lilas,Lindie Lilas,6556427168170041,Sun5939
316.51,794.27,Male,No,Tue,Meal,3,745.68,Olwen,Johanna,Olwen Johanna,6556178603623902,Sun0793
372.86,176.9,Male,No,Fri,Meal,4,903.1,Teriann,Schroth,Teriann Schroth,6541613983830694,Sun8613
914.64,74.86,Male,No,Tue,Breakfast,2,626.92,Wilma,Sophronia,Wilma Sophronia,6556105244831626,Sun3771
357.68,723.24,Female,No,Wed,Meal,3,159.24,Tonia,Kussell,Tonia Kussell,6556906061503583,Sun9316
484.58,890.75,Male,No,Sat,Meal,1,838.81,Cordi,Rese,Cordi Rese,6556484796871761,Sun6989
111.74,930.39,Male,No,Tue,Dinner,1,722.64,Raina,Anestassia,Raina Anestassia,6556805297751689,Sun7962
499.11,692.29,Female,Yes,Mon,Meal,1,156.85,Kathi,Harl,Kathi Harl,6541935668863572,Sun4599
742.82,809.45,Male,Yes,Tue,Dinner,3,555.38,Hettie,Salvidor,Hettie Salvidor,6541263033259310,Sun8729
876.02,573.75,Female,Yes,Wed,Breakfast,3,860.98,Mariele,Adamsen,Mariele Adamsen,6556354891452159,Sun5591
114.59,570.35,Male,Yes,Fri,Breakfast,3,143.62,Isa,Zuzana,Isa Zuzana,6556659384074273,Sun4315
683.38,628.01,Female,Yes,Thu,Meal,2,489.81,Harrietta,Pattin,Harrietta Pattin,6541842480764307,Sun5448
800.92,852.19,Female,No,Sun,Dinner,1,862.68,Fidelia,Caitlin,Fidelia Caitlin,6556883160715853,Sun0564
637.09,406.16,Male,Yes,Wed,Dinner,4,638.78,Cherrita,Whittaker,Cherrita Whittaker,6556004768901954,Sun8183
790.18,391.06,Female,No,Sun,Dinner,2,266.21,Correy,Glenden,Correy Glenden,6541884667431644,Sun0892
525.7,341.15,Male,Yes,Sun,Breakfast,3,488.08,Kore,Seumas,Kore Seumas,6556924253779424,Sun8673
382.49,141.58,Female,No,Mon,Meal,4,197.38,Marsiella,Ursulette,Marsiella Ursulette,6541627901865393,Sun2170
708.76,19,Male,No,Sun,Meal,2,96.95,Orelia,Morrill,Orelia Morrill,6541510309849754,Sun7012
805.25,388.61,Female,No,Sun,Meal,1,128.67,Adelle,Ranjiv,Adelle Ranjiv,6556918258301506,Sun2439
955.3,532.38,Female,Yes,Mon,Dinner,3,628.92,Eve,Pattin,Eve Pattin,6541218470154642,Sun6249
538.79,532.2,Female,Yes,Mon,Dinner,3,650.5,Flory,Kussell,Flory Kussell,6556908452439620,Sun3991
798.09,101.93,Male,Yes,Mon,Breakfast,4,842.92,Blake,Chrystel,Blake Chrystel,6541294070881622,Sun3424
426.76,726.04,Female,Yes,Sun,Breakfast,4,24.83,Flory,Pond,Flory Pond,6541963257067105,Sun6959
293.66,394.46,Male,Yes,Sat,Meal,1,842.9,Raquela,Vanni,Raquela Vanni,6541519765744327,Sun8447
482.94,596.76,Female,Yes,Fri,Meal,3,884.86,Mady,Lory,Mady Lory,6541919649170029,Sun0146
276.52,191.72,Female,No,Sun,Meal,3,292.36,Lorenza,Luhe,Lorenza Luhe,6541512704205851,Sun0386
154.93,193.03,Female,Yes,Tue,Breakfast,1,744.39,Dorene,Boehike,Dorene Boehike,6556644179051557,Sun9321
668.13,12.07,Female,No,Sun,Breakfast,2,275.89,Asia,Peonir,Asia Peonir,6556072583349863,Sun3124
522.72,228.79,Male,Yes,Sun,Meal,4,694.84,Misha,Miru,Misha Miru,6541600565406304,Sun8691
477.36,534.3,Male,Yes,Sun,Breakfast,4,417.84,Nananne,Cullin,Nananne Cullin,6541993725638693,Sun1910
645.67,212.58,Female,Yes,Thu,Dinner,2,472.86,Christy,Kazimir,Christy Kazimir,6541597335225679,Sun9382
548.51,171.75,Male,Yes,Thu,Breakfast,3,180.28,Lita,Kravits,Lita Kravits,6556146149540504,Sun3765
997.77,254.03,Male,Yes,Sat,Breakfast,2,57.66,Kassey,Bigner,Kassey Bigner,6541304704416842,Sun2721
948.07,490.43,Male,No,Tue,Dinner,3,542.14,Peri,Durante,Peri Durante,6556986127491303,Sun8755
313.58,295.64,Male,No,Thu,Dinner,1,572.54,Viviene,Fitzsimmons,Viviene Fitzsimmons,6556614628048510,Sun3313
540.05,565.54,Male,No,Mon,Meal,1,654.84,Mignon,Trinetta,Mignon Trinetta,6556897639759616,Sun8864
210.76,925.75,Male,Yes,Fri,Breakfast,2,518.98,Elena,Ethban,Elena Ethban,6541762949737364,Sun4576
584.46,605.37,Female,Yes,Fri,Dinner,3,665.14,Minda,Wandie,Minda Wandie,6556297567951998,Sun4837
499.55,932.12,Female,No,Thu,Breakfast,4,175.11,Renie,Levey,Renie Levey,6556203618489423,Sun8755
478.11,446.74,Male,No,Mon,Meal,2,387.89,Emilia,Infield,Emilia Infield,6541894666875725,Sun9153
127.76,517.83,Male,Yes,Wed,Breakfast,1,162.7,Belinda,Emmaline,Belinda Emmaline,6556469179588418,Sun4153
518.97,708.71,Female,Yes,Tue,Breakfast,1,758.26,Gusty,Terencio,Gusty Terencio,6541284073614281,Sun2723
220.75,903.4,Female,No,Sun,Dinner,3,613.05,Doralynne,MacIntosh,Doralynne MacIntosh,6556830078192935,Sun8477
296.63,752.23,Male,Yes,Sun,Breakfast,1,133.14,Rubie,Genna,Rubie Genna,6556298103558291,Sun0433
511.92,265.05,Female,Yes,Mon,Dinner,4,458.34,Vere,Izaak,Vere Izaak,6556632740669181,Sun3007
792.83,234.54,Female,Yes,Sun,Breakfast,4,669.23,Meg,Carey,Meg Carey,6541399097106419,Sun6264
223.3,702.26,Male,Yes,Sat,Dinner,4,620.29,Esmeralda,Cyrie,Esmeralda Cyrie,6556041217964665,Sun4667
835.64,473.24,Male,Yes,Thu,Breakfast,3,310.49,Lonnie,Barbey,Lonnie Barbey,6556600156684331,Sun7349
241.75,896.56,Male,No,Tue,Dinner,4,544.35,Sam,Gaspard,Sam Gaspard,6556788839635000,Sun6258
506.82,80.11,Female,Yes,Mon,Dinner,1,486.22,Marguerite,Peonir,Marguerite Peonir,6541368450051974,Sun5797
387.92,510.24,Female,Yes,Sat,Meal,2,802.94,Marita,Jethro,Marita Jethro,6541448499764480,Sun0453
772.04,849.32,Female,No,Thu,Meal,4,245.93,Viki,Rosette,Viki Rosette,6556422899010823,Sun1201
581.74,810.65,Female,Yes,Wed,Dinner,2,603.7,Cassandra,Lilas,Cassandra Lilas,6541305310363480,Sun1456
361.92,814.56,Female,No,Fri,Meal,4,406.46,Maurene,Abram,Maurene Abram,6541939784591822,Sun3605
229.48,970.7,Male,Yes,Fri,Dinner,4,149.69,Katharina,Margarete,Katharina Margarete,6556256190353538,Sun5857
702.25,410.86,Female,No,Fri,Meal,1,986.22,Karly,Tybald,Karly Tybald,6541725224811567,Sun7178
226.3,778.01,Female,Yes,Fri,Breakfast,1,64.51,Selma,Orpah,Selma Orpah,6541109867174828,Sun6952
221.07,139.89,Male,Yes,Sat,Dinner,2,123.7,Orelia,Felizio,Orelia Felizio,6556352136012284,Sun5031
383.31,584.32,Female,Yes,Thu,Meal,1,839.16,Gavrielle,Paton,Gavrielle Paton,6541491005845224,Sun1432
209.43,822.89,Female,Yes,Fri,Breakfast,1,822.75,Lulita,Friede,Lulita Friede,6556062688332887,Sun5674
403.66,377.03,Female,No,Thu,Dinner,1,646.58,Celene,Adrienne,Celene Adrienne,6541087533730232,Sun8341
652.45,286.34,Female,Yes,Sun,Dinner,2,643.35,Lolita,Edison,Lolita Edison,6541689396356571,Sun7677
787.7,587.68,Female,No,Sat,Breakfast,1,404.65,Ulrike,Kazimir,Ulrike Kazimir,6556904712288637,Sun9457
294.94,689.15,Female,No,Tue,Breakfast,1,599.88,Frank,Gregrory,Frank Gregrory,6556856489356987,Sun8860
128.17,972.32,Male,Yes,Sun,Meal,1,69.17,Selia,Helve,Selia Helve,6541196472895623,Sun1051
278.06,302.34,Male,No,Wed,Meal,1,41.35,Aimil,Fiester,Aimil Fiester,6541761556834339,Sun8503
112.97,340.52,Male,No,Wed,Breakfast,1,486.43,Camile,Riordan,Camile Riordan,6556854097021736,Sun0458
363.68,992.28,Male,Yes,Tue,Dinner,1,422.27,Phylis,Zeeba,Phylis Zeeba,6556244465887653,Sun7256
559.45,384.3,Female,Yes,Thu,Dinner,1,942.57,Ariela,Chesna,Ariela Chesna,6556209402142596,Sun0388
458.34,657.91,Female,Yes,Wed,Dinner,3,443.31,Althea,Faust,Althea Faust,6541893963480633,Sun0854
610.48,686.43,Female,No,Wed,Meal,3,757.61,Joceline,Alice,Joceline Alice,6541072499262736,Sun4721
939.13,724.01,Female,No,Sun,Dinner,3,518.78,Joelly,Thunell,Joelly Thunell,6541760599595523,Sun8693
242.38,92.81,Male,Yes,Sat,Meal,3,227.53,Kerrin,Diann,Kerrin Diann,6556520870462621,Sun6912
316.13,475.75,Male,No,Sun,Dinner,3,898.98,Lynea,Carri,Lynea Carri,6541150775713236,Sun7959
618.93,83.66,Male,Yes,Wed,Breakfast,2,183.76,Nollie,Oriana,Nollie Oriana,6541436711455982,Sun6290
261.71,902.84,Male,No,Sun,Dinner,1,267.22,Stevana,Joli,Stevana Joli,6541382711048562,Sun4148
170.98,848.66,Male,Yes,Tue,Dinner,4,715.7,Chloris,Minetta,Chloris Minetta,6541557327788064,Sun6705
327.64,602.67,Male,No,Sat,Dinner,3,862.46,Wanda,Girardo,Wanda Girardo,6556614025578656,Sun1820
121.31,471.06,Female,Yes,Wed,Breakfast,2,214.34,Nessie,Kesley,Nessie Kesley,6556184305175967,Sun4327
835.72,895.4,Female,Yes,Wed,Dinner,4,730.52,Dominga,Edvard,Dominga Edvard,6541646877833983,Sun6433
116.75,253.95,Male,No,Thu,Meal,3,385.85,Lisette,Philoo,Lisette Philoo,6556217660470514,Sun0344
123.89,294.21,Male,Yes,Mon,Dinner,4,1000.19,Tracey,Astra,Tracey Astra,6556734826254736,Sun6150
459.22,317.9,Female,No,Wed,Meal,4,336.03,Starla,Marlie,Starla Marlie,6556733054794589,Sun7732
374.85,684.01,Female,No,Fri,Breakfast,4,783.44,Kittie,Earlie,Kittie Earlie,6556358484983380,Sun6916
291.49,868.22,Male,Yes,Sat,Meal,3,38.45,Jillayne,Noman,Jillayne Noman,6541282484898817,Sun5726
724.85,289.57,Male,No,Tue,Dinner,2,472.48,Sheelagh,Andrel,Sheelagh Andrel,6541830347447668,Sun0528
602.63,186.37,Female,No,Mon,Meal,1,123.41,Krystle,Norvol,Krystle Norvol,6556856603096825,Sun2248
255.35,425.77,Female,Yes,Sun,Dinner,3,472.06,Kimmy,Bethany,Kimmy Bethany,6556480344585172,Sun1876
656.44,494.45,Male,Yes,Fri,Meal,4,125.07,Chloris,Raffo,Chloris Raffo,6556906628743655,Sun5717
672.43,799.99,Male,No,Sat,Meal,2,730.82,Ulrike,Gahl,Ulrike Gahl,6541546099334938,Sun3989
774.21,919.88,Female,Yes,Sat,Breakfast,3,48,Hollie,Vharat,Hollie Vharat,6541980047567129,Sun9519
902.75,84.33,Male,Yes,Fri,Meal,2,345.32,Rosanne,Wooster,Rosanne Wooster,6556070984807082,Sun6902
841.38,823.83,Male,Yes,Mon,Dinner,3,553.79,Oralee,Joni,Oralee Joni,6541485240486103,Sun7449
212.54,465.01,Female,Yes,Fri,Breakfast,1,674.9,Nannie,Tound,Nannie Tound,6556829892211704,Sun9668
705.75,822.29,Male,Yes,Wed,Dinner,1,881.7,Fredericka,Cristi,Fredericka Cristi,6541078790399845,Sun0383
713.09,107.57,Male,Yes,Sat,Breakfast,4,299.81,Tiffie,Ovid,Tiffie Ovid,6556042700370720,Sun3989
498.63,146.28,Female,No,Mon,Dinner,4,33.98,Ermengarde,Jacinda,Ermengarde Jacinda,6541868042545639,Sun8369
930.16,462.68,Male,Yes,Sat,Meal,2,456.47,Jolyn,Sundin,Jolyn Sundin,6556329316684038,Sun6660
153.95,109.83,Male,No,Fri,Meal,4,424.65,Gertrud,Faro,Gertrud Faro,6541577033621480,Sun4017
689.29,400.09,Female,No,Wed,Dinner,4,552.81,Bettine,Kesley,Bettine Kesley,6541291364066725,Sun6833
811.99,464.82,Female,Yes,Thu,Meal,1,935.56,Ursulina,Kylander,Ursulina Kylander,6556703914594906,Sun3640
192.43,229.63,Male,Yes,Mon,Meal,3,615.12,Gusella,Martsen,Gusella Martsen,6541471749665460,Sun6501
933.95,68.52,Female,No,Sun,Breakfast,2,438.33,Reeba,Frodi,Reeba Frodi,6541147144137608,Sun2448
326.83,450.24,Female,No,Thu,Meal,1,143.18,Margalo,Sekofski,Margalo Sekofski,6541164414910187,Sun7527
815.23,328.19,Female,No,Wed,Breakfast,4,579.47,Myrtice,Argus,Myrtice Argus,6541154361923722,Sun8530
934.45,279.4,Female,Yes,Wed,Meal,3,321.54,Brynna,Campball,Brynna Campball,6556892801068819,Sun2090
273.57,743.2,Female,Yes,Wed,Meal,2,857.89,Susette,Germann,Susette Germann,6541585543820961,Sun0939
375.49,376.17,Female,Yes,Sun,Breakfast,3,129.44,Mariele,Johnsson,Mariele Johnsson,6541787527518472,Sun8534
215.33,792.16,Female,Yes,Wed,Breakfast,2,739.84,Amelia,Rugen,Amelia Rugen,6556226211154955,Sun5175
148.62,220.91,Female,Yes,Sat,Dinner,3,851.74,Marylou,Dermott,Marylou Dermott,6541615404709354,Sun0976
